,0
0,0.00013517402
1,9.829615e-05
2,6.608061e-05
3,0.00010300657
4,7.82945e-05
5,-7.9098e-05
6,7.695072e-05
7,8.713396e-05
8,0.00010572905
9,8.0803155e-05
10,3.8870676e-05
11,5.888976e-05
12,0.0001012396
13,2.6798913e-05
14,9.39919e-05
15,5.7091147e-05
16,9.284404e-05
17,0.00010296756
18,9.894333e-05
19,9.757698e-05
20,0.000110383284
21,0.00013823026
22,0.000107562555
23,6.5363485e-05
24,2.183453e-05
25,7.640879e-05
26,0.00011008982
27,8.4865016e-05
28,9.403137e-05
29,7.5014395e-05
30,0.00011018467
31,8.827647e-05
32,3.04006e-05
33,0.00010481002
34,0.00010999268
35,3.0513931e-05
36,0.00010734529
37,0.00010764264
38,9.107803e-05
39,9.404875e-05
40,4.520388e-05
41,9.981476e-05
42,0.00010364626
43,-9.532402e-06
44,9.566656e-05
45,7.726645e-05
46,9.767596e-05
47,0.00010925412
48,0.000102773716
49,2.6307081e-05
50,2.2373693e-05
51,4.2225227e-05
52,6.7094756e-05
53,5.2729927e-05
54,1.2841359e-05
55,3.9539034e-05
56,4.421485e-05
57,4.65864e-06
58,3.0958487e-05
59,0.00011355906
60,0.00010770278
61,0.00010599765
62,2.656512e-05
63,9.530688e-05
64,0.00010979275
65,0.00010033357
66,0.00011326758
67,0.00010899424
68,9.935013e-05
69,9.388242e-05
70,8.26257e-05
71,0.00010063332
72,0.000101073056
73,7.192576e-05
74,7.8692465e-05
75,8.8006156e-05
76,7.438579e-05
77,1.5140628e-05
78,0.00010325329
79,8.418687e-05
80,5.2172014e-05
81,9.558776e-05
82,9.758999e-05
83,7.046594e-05
84,2.1775228e-05
85,0.000113931
86,5.7186142e-05
87,0.00010578247
88,8.954211e-05
89,9.164105e-05
90,0.00010995636
91,7.3623436e-05
92,0.00010920521
93,0.00010791837
94,4.7519883e-05
95,9.8347904e-05
96,0.00011749819
97,0.00010446409
98,5.40482e-05
99,8.693667e-05
100,9.865339e-05
101,8.5696774e-05
102,9.9086035e-05
103,2.7034599e-05
104,0.000103100945
105,7.321796e-05
106,8.123431e-05
107,5.1181258e-05
108,6.6542656e-05
109,9.146234e-05
110,9.83702e-05
111,3.7479273e-05
112,4.9875693e-05
113,-0.00035410144
114,1.2129136e-05
115,4.885876e-05
116,6.787843e-05
117,9.9703e-05
118,4.1241386e-05
119,0.00010386005
120,7.4603544e-05
121,0.0001331687
122,0.000100751786
123,0.00011777129
124,0.000101296726
125,4.5088647e-05
126,4.7589374e-06
127,4.7590955e-05
128,0.0001108932
129,9.635187e-05
130,0.000119013945
131,-8.384723e-06
132,3.620554e-05
133,9.2586044e-05
134,0.00010608856
135,4.3704018e-05
136,9.4643576e-05
137,7.82412e-05
138,0.0001212371
139,4.8973245e-05
140,7.297328e-05
141,0.00010746929
142,0.00010660456
143,9.9226694e-05
144,6.409723e-05
145,9.224172e-05
146,8.9474546e-05
147,0.00010423257
148,4.6726196e-05
149,0.000112142414
150,8.660911e-05
151,0.00011025462
152,8.860694e-05
153,6.8741e-05
154,8.8907094e-05
155,0.00010579362
156,6.893563e-05
157,0.0001038213
158,8.397536e-05
159,9.987247e-05
160,0.0001029216
161,8.093614e-05
162,0.000103603656
163,0.00010890822
164,0.00011288707
165,0.000107508444
166,0.00010934188
167,0.00011770974
168,7.186586e-05
169,0.00010102993
170,8.4495885e-05
171,6.103012e-05
172,0.00010783211
173,2.2317296e-05
174,2.7314973e-05
175,0.00010589577
176,6.953442e-05
177,5.1329916e-05
178,6.908582e-05
179,8.616189e-05
180,3.713236e-05
181,0.0001229114
182,0.00010116257
183,9.519646e-05
184,2.7041047e-05
