,0
0,0.0029386352
1,0.000111446265
2,4.443451e-05
3,0.00010497254
4,7.82945e-05
5,-0.0001778618
6,8.765973e-05
7,8.904679e-05
8,0.00010583212
9,8.0803155e-05
10,0.00021536794
11,6.001393e-05
12,0.00010186238
13,2.6798913e-05
14,9.39919e-05
15,-4.77654e-06
16,8.60886e-05
17,0.00010357827
18,9.894333e-05
19,9.905632e-05
20,0.000109679444
21,0.0001519222
22,7.7799676e-05
23,-0.00116029
24,-2.3604558e-05
25,7.961154e-05
26,0.00011008982
27,6.753639e-05
28,-1.8598796e-05
29,7.5014395e-05
30,0.00011018467
31,8.982528e-05
32,3.04006e-05
33,0.00010508324
34,0.0001125903
35,3.8994316e-05
36,0.00023306355
37,0.00010791587
38,9.107803e-05
39,9.3873314e-05
40,7.0486225e-05
41,0.00010010875
42,0.000104239545
43,-2.7871076e-06
44,9.632924e-05
45,7.460678e-05
46,9.792705e-05
47,0.00011547028
48,8.615418e-05
49,2.6307081e-05
50,-6.141798e-05
51,-3.135228e-05
52,-0.0003228444
53,5.308377e-05
54,0.0003930865
55,7.5060896e-05
56,5.8778314e-05
57,-0.00015482803
58,7.215205e-05
59,0.00011702286
60,0.00012708762
61,0.00010640588
62,2.656512e-05
63,9.7610406e-05
64,0.0001136606
65,0.00010089605
66,0.000116150884
67,0.000112026246
68,0.000119715405
69,0.00022309939
70,5.165118e-05
71,0.00010111701
72,0.000101692945
73,6.295358e-05
74,7.899495e-05
75,8.926989e-05
76,0.00011626571
77,-7.719427e-06
78,0.00010325329
79,8.418687e-05
80,5.58913e-05
81,9.698648e-05
82,9.9428384e-05
83,6.789989e-05
84,2.0779635e-05
85,0.00012603251
86,6.0330913e-05
87,0.00010578247
88,8.954211e-05
89,9.620905e-05
90,0.00014048681
91,6.216182e-05
92,0.00012136574
93,0.000102522295
94,2.3056447e-05
95,-6.886074e-05
96,0.000119694174
97,0.000118839234
98,1.4031846e-06
99,0.00030884345
100,0.00010785367
101,0.00023623309
102,9.9313955e-05
103,2.7034599e-05
104,8.7860026e-05
105,7.321796e-05
106,9.248318e-05
107,6.130852e-05
108,-0.0002648696
109,0.000104786035
110,9.8941404e-05
111,3.7479273e-05
112,9.472386e-05
113,-0.0003613877
114,1.703494e-05
115,6.559016e-05
116,3.0650863e-05
117,9.9703e-05
118,-0.00018638733
119,0.00010386005
120,-0.0001656234
121,0.0001431262
122,0.000100751786
123,0.00013749923
124,0.00010027382
125,-7.1013324e-05
126,-0.00016074773
127,8.6071734e-05
128,0.00011147799
129,0.00012114401
130,0.00012445719
131,-3.8649603e-05
132,3.620554e-05
133,9.337969e-05
134,0.00010885116
135,-2.870627e-05
136,6.991447e-05
137,8.171828e-05
138,0.00015594151
139,5.795968e-05
140,7.297328e-05
141,0.00010746929
142,0.00010689645
143,9.97804e-05
144,6.409723e-05
145,9.224172e-05
146,8.9474546e-05
147,9.597212e-05
148,0.0002534467
149,0.00011249626
150,8.871126e-05
151,0.00011259401
152,8.860694e-05
153,7.002395e-05
154,9.633626e-05
155,0.00013026208
156,8.202514e-05
157,0.0001038213
158,5.8144797e-05
159,9.987247e-05
160,0.00010311722
161,7.392167e-05
162,0.000103603656
163,0.00010910384
164,0.00020533748
165,0.00011323464
166,0.00010934188
167,0.00011241436
168,6.035488e-05
169,0.00011751943
170,7.661854e-05
171,6.516566e-05
172,0.00010783211
173,2.2317296e-05
174,2.7314973e-05
175,0.00010883955
176,6.1755396e-05
177,0.00017350324
178,5.0710605e-05
179,0.00050944695
180,3.7808273e-05
181,0.00013769942
182,0.00011286453
183,9.2419476e-05
184,2.7041047e-05
185,3.909061e-05
186,8.224298e-05
187,-0.0006108945
188,-0.00014856193
189,0.0001034421
190,-0.00011726768
191,9.598266e-06
192,9.8551885e-05
193,0.00040554706
194,4.8097914e-05
195,8.876299e-05
196,7.493056e-05
197,0.000110845474
198,7.772094e-05
199,0.00010503158
200,4.5698616e-05
201,-6.2834304e-05
202,7.7848636e-05
203,-0.00037882602
204,8.2387975e-05
205,0.00010126774
206,0.00010361049
207,9.613955e-05
208,8.1628794e-05
209,9.360237e-05
210,0.00010045448
211,9.4673254e-05
212,8.442254e-05
213,-0.00018953683
214,9.339585e-05
215,2.1429647e-05
216,-6.1060775e-05
217,8.494172e-05
218,8.780681e-05
219,8.3539395e-05
220,0.00011315602
221,8.718961e-05
222,8.788992e-05
223,9.477739e-05
224,-3.688269e-05
225,0.0001106881
226,0.000113445785
227,9.0744856e-05
228,7.298055e-05
229,7.1041584e-05
230,8.319761e-05
231,0.00013795565
232,9.6114534e-05
233,0.00033591565
234,0.00010032369
235,9.3758434e-05
236,8.0774145e-05
237,8.8864705e-05
238,7.896016e-05
239,-0.00012497045
240,0.00011923561
241,0.0001278499
242,8.260946e-05
243,0.00010832295
244,9.047906e-05
245,9.699976e-05
246,0.000101812366
247,0.00010435971
248,6.393201e-05
249,9.6054944e-05
250,0.00010365717
251,9.0851776e-05
252,-0.00028540532
253,7.9787154e-05
254,9.241484e-05
255,9.474929e-05
256,0.00030052772
257,0.00013210216
258,0.000115081166
259,0.00011365206
260,9.030158e-05
261,9.011696e-05
262,-0.0003394276
263,7.499432e-06
264,9.853901e-05
265,-0.0005577309
266,-0.0008593534
267,0.00011596695
268,9.399704e-05
269,0.00011077542
270,9.087863e-05
271,6.0447343e-05
272,0.00033538585
273,9.0468275e-05
274,7.297691e-05
275,6.0162307e-05
276,2.003605e-05
277,9.746973e-05
278,0.00010945253
279,5.1832987e-05
280,8.4895415e-05
281,0.00010499625
282,4.4620134e-05
283,0.000114977796
284,9.514789e-05
285,-0.00037277016
286,9.921871e-05
287,0.00015342364
288,0.00010820292
289,0.000104323895
290,-7.183682e-05
291,9.988458e-05
292,0.00010165875
293,3.0566975e-05
294,-4.3772685e-05
295,3.386827e-05
296,9.8897515e-05
297,0.00013328879
298,4.749736e-05
299,9.370382e-05
300,6.678629e-05
301,9.3738e-05
302,0.00010055511
303,0.00010080172
304,9.1187416e-05
305,8.380055e-05
306,0.00016057154
307,9.619412e-05
308,3.35047e-05
309,-3.7269892e-05
310,9.5434814e-05
311,-4.9083817e-05
312,4.748375e-05
313,0.00039266958
314,-0.00026386717
315,0.00012311245
316,1.2901992e-05
317,0.00012226311
318,-5.6719555e-06
319,1.8563556e-05
320,0.00011044519
321,9.97523e-05
322,3.273075e-05
323,7.943687e-05
324,0.00010638323
325,0.00010626261
326,8.4367726e-05
327,0.00014798403
328,9.4447496e-05
329,9.946162e-05
330,0.00010136876
331,5.1245286e-05
332,9.504769e-05
333,0.00010856098
334,8.915055e-05
335,0.00010577557
336,8.496973e-05
337,0.000112130714
338,5.0182633e-05
339,0.00010337594
340,4.82352e-05
341,0.00012214955
342,0.00011725549
343,6.6580666e-05
344,8.100583e-05
345,9.8728386e-05
346,0.00012457022
347,2.9318155e-05
348,0.0001324729
349,0.00011700596
350,6.635734e-05
351,7.323265e-05
352,0.00054585317
353,0.0001203035
354,0.000121333935
355,9.914186e-05
356,6.4916414e-05
357,-3.1386724e-05
358,0.0001924
359,0.00013481053
360,3.4685218e-05
361,9.582196e-05
362,0.00010522227
363,0.00010207783
364,4.4548717e-05
365,2.7057404e-05
366,0.00012604157
367,7.741142e-05
368,1.06179e-05
369,-0.00044913817
370,0.00017620181
371,0.00010540287
372,8.842367e-05
373,9.471406e-05
374,8.633457e-05
375,9.36551e-05
376,0.00011262609
377,6.242291e-05
378,0.00011874352
379,8.1034326e-05
380,8.96957e-05
381,4.1296265e-05
382,3.9184175e-05
383,9.1526104e-05
384,8.737851e-05
385,8.524153e-05
386,0.00011033411
387,5.157552e-05
388,-3.391327e-05
389,0.00010973059
390,0.0001172612
391,0.00010105707
392,0.0001042871
393,0.00011462572
394,0.00016889967
395,7.976782e-06
396,0.00010538786
397,0.000118238466
398,0.00010456731
399,8.022536e-05
400,0.00011775457
401,8.688414e-05
402,9.542294e-05
403,6.0555994e-05
404,0.00011387505
405,0.00011113962
406,6.901372e-05
407,0.00011269165
408,0.000100486206
409,0.00011775384
410,-6.2325225e-06
411,0.000117433396
412,0.00011399313
413,0.00010590104
414,9.1585745e-05
415,-2.2589747e-05
416,-0.00010335231
417,6.59052e-05
418,0.000114594164
419,0.00018718936
420,6.0438935e-05
421,7.684022e-05
422,0.00010850519
423,0.00014705885
424,0.000326135
425,-6.1325727e-07
426,0.00011049769
427,9.024017e-05
428,0.00013048449
429,-0.00036475644
430,9.030388e-05
431,7.7126366e-05
432,7.556192e-05
433,9.7977725e-05
434,3.9217368e-05
435,8.2680024e-05
436,0.00035477034
437,2.8337585e-08
438,0.00019935818
439,0.0001018289
440,9.2110815e-05
441,0.00010412513
442,0.00010450363
443,0.0001005417
444,0.000102463746
445,8.294167e-05
446,0.00012821866
447,0.00010173993
448,-9.524377e-05
449,0.0001304929
450,0.000105146675
451,0.00013753101
452,0.00010981012
453,8.859468e-05
454,6.976133e-05
455,0.00011024255
456,3.8351187e-05
457,7.99623e-05
458,0.00012241634
459,0.00010942574
460,9.58872e-05
461,8.931672e-05
462,8.902905e-05
463,4.0885046e-05
464,0.00010207863
465,0.00010169063
466,4.4557535e-05
467,0.00011047896
468,9.5389245e-05
469,0.00013628318
470,6.68688e-05
471,9.582287e-05
472,9.7982e-05
473,6.802139e-05
474,8.987217e-05
475,8.889968e-05
476,0.00038620632
477,8.640911e-05
478,7.235508e-05
479,0.00010401544
480,9.434987e-05
481,0.00011229522
482,0.00010221079
483,1.0603451e-05
484,0.00013575201
485,0.00011655926
486,9.594378e-05
487,0.0001194476
488,0.00012675332
489,9.4759045e-05
490,2.883831e-05
491,-6.25008e-06
492,7.6845936e-05
493,8.1675375e-05
494,9.558399e-05
495,0.00010925186
496,0.0001083727
497,8.9491296e-05
498,0.00011019367
499,8.66272e-05
500,6.9783564e-05
501,9.347164e-05
502,0.0001425448
503,0.00024022708
504,6.0802682e-05
505,-0.001265669
506,9.338404e-05
507,0.000116810515
508,2.9970439e-05
509,6.1220584e-05
510,0.00012869855
511,6.49865e-05
512,0.00015050778
513,9.581884e-05
514,2.857219e-05
515,8.939928e-05
516,0.00012461042
517,9.767029e-05
